RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-72,-36,30,5,-84,-11,100,44,handover,9,45,5216,105,0,high-speed,sub-6 GHz,1,415,10.48383547,0,327,None,320,4509,34.11792625,5
-108,-100,19,6,-74,-15,50.30838583,30,connected,1,31,13823,43,0,stationary,millimeter wave,0,50,16.3893551,0,336,carrier aggregation,200,5852,46.12018066,1
-116,-85,19,14,-94,-11,34.2012262,173,connected,8,42,7656,107,0,high-speed,sub-6 GHz,0,454,14.91870582,0,176,None,264,10362,95.65226952,8
-91,-84,14,2,-126,-12,78.46803609,62,connected,2,8,11710,112,0,stationary,millimeter wave,1,368,1.751289134,0,179,carrier aggregation,497,9723,44.66197893,10
-110,-37,0,9,-91,-14,45.38619731,9,connected,1,13,13477,79,1,stationary,millimeter wave,3,500,9.308932986,1,399,carrier aggregation,247,7781,16.85796011,2
-106,-1,22,6,-84,-10,24.30117373,204,connected,6,59,9014,16,1,stationary,millimeter wave,3,168,9.818858012,1,299,carrier aggregation,305,8500,13.24028705,2
-84,-81,12,12,-90,-18,58.56382973,240,connected,6,55,6416,116,1,high-speed,sub-6 GHz,1,478,20.51430758,1,325,None,445,11996,49.5410897,7
-88,-7,17,12,-86,-17,58.94751447,148,connected,7,34,10715,38,1,high-speed,sub-6 GHz,3,139,11.88643867,0,493,MIMO,291,8641,0.242071314,3
-118,-83,16,13,-83,-17,98.17704649,84,idle,2,8,11710,28,1,high-speed,sub-6 GHz,2,461,10.95411803,1,345,None,97,12392,10.79856035,6
-76,-48,26,3,-127,-4,97.79222537,226,connected,4,2,13314,117,0,stationary,millimeter wave,4,241,15.97034242,1,135,MIMO,310,9402,59.88934775,6
-111,-77,6,10,-137,-14,100,83,connected,7,48,10109,7,1,stationary,sub-6 GHz,2,130,13.62045832,0,426,None,420,6361,55.74741391,0
-113,-74,22,8,-127,-10,44.89227522,138,connected,2,61,8864,47,0,high-speed,sub-6 GHz,0,364,15.82560132,0,394,MIMO,490,10650,66.86855612,4
-88,-30,22,9,-130,-7,38.67871681,256,connected,3,7,11355,33,1,high-speed,sub-6 GHz,3,301,18.98602757,1,451,carrier aggregation,246,12301,92.93387035,6
-110,-46,14,0,-132,-15,100,125,idle,8,31,9540,78,1,high-speed,millimeter wave,3,71,14.38314436,0,467,carrier aggregation,260,9557,31.18284377,10
-75,-61,13,9,-125,-20,95.53115787,49,connected,9,32,9134,102,1,high-speed,millimeter wave,1,60,9.041774272,0,359,None,441,10368,71.75437721,2
-94,-81,2,0,-97,-12,56.35330447,14,connected,0,12,5750,21,0,high-speed,millimeter wave,1,397,2.079435397,1,445,None,134,5776,86.70803348,0
-86,-32,0,3,-76,-13,43.49186904,47,connected,8,34,5460,37,1,stationary,sub-6 GHz,1,145,13.0702258,1,391,None,499,13780,2.033085423,8
-77,-46,31,9,-103,-7,51.40806266,113,connected,9,42,9114,87,1,high-speed,sub-6 GHz,1,82,9.028844987,0,476,carrier aggregation,475,8463,42.52365654,0
-107,-79,1,3,-130,-8,89.59699784,127,connected,5,1,8847,122,1,stationary,sub-6 GHz,4,316,6.844449539,1,418,None,400,7510,31.12761992,6
-92,-75,27,6,-137,-13,73.182988,101,connected,1,42,4180,18,0,high-speed,sub-6 GHz,4,189,7.683751732,1,2,MIMO,353,11371,93.3960753,3
-85,-70,24,13,-78,-11,11.2819377,166,connected,9,47,11445,97,0,high-speed,sub-6 GHz,2,32,19.16444194,0,59,carrier aggregation,240,8555,11.7727383,10
-109,-8,13,13,-114,-12,90.23003777,101,connected,8,53,6769,100,0,high-speed,millimeter wave,3,373,7.497468246,1,73,None,341,3879,36.83884797,2
-97,-58,26,6,-87,-5,22.20006638,225,connected,8,22,10447,59,1,stationary,sub-6 GHz,3,421,13.04871754,1,308,MIMO,308,3946,16.64298479,10
-96,-76,3,14,-112,-12,63.37274702,238,connected,4,48,11625,105,1,high-speed,millimeter wave,1,254,4.75075438,0,189,MIMO,117,5597,7.467404886,8
-116,-88,30,10,-94,-11,18.37632267,69,connected,1,42,7328,121,0,high-speed,millimeter wave,3,98,11.88979346,0,222,carrier aggregation,26,5556,96.56254734,10
-114,-37,22,11,-104,-19,75.53640335,7,connected,7,25,5570,30,1,high-speed,sub-6 GHz,4,323,16.71789306,0,200,MIMO,381,7098,35.62940712,6
-72,-36,7,7,-108,-12,100,41,handover,0,50,5651,85,0,high-speed,sub-6 GHz,1,460,11.76772044,0,258,MIMO,252,10529,60.77149218,5
-95,-11,31,5,-99,-20,28.46899229,123,connected,0,3,8499,42,1,stationary,sub-6 GHz,0,390,11.54946312,1,392,MIMO,130,12616,18.98032163,7
-103,-98,10,3,-133,-7,38.58059197,121,connected,0,7,8660,123,0,stationary,millimeter wave,0,473,16.72680609,1,434,carrier aggregation,399,4898,46.55222109,0
-91,-79,23,13,-71,-9,46.58377707,157,connected,4,48,9144,52,0,high-speed,millimeter wave,4,110,5.589484947,1,6,carrier aggregation,356,3113,25.99337636,9
-110,-12,1,14,-74,-8,50.98377883,89,connected,6,52,4993,60,0,high-speed,sub-6 GHz,1,464,17.51997987,1,324,MIMO,122,8199,34.29341266,4
-111,-30,10,14,-88,-11,65.91939292,104,connected,0,48,8069,38,1,high-speed,millimeter wave,0,441,10.56964512,1,416,carrier aggregation,212,8723,87.75934985,3
-100,-76,23,6,-73,-19,87.99671985,102,connected,5,33,6350,90,0,stationary,sub-6 GHz,4,213,9.811515187,1,336,carrier aggregation,423,8636,27.49883407,0
-95,-24,6,1,-127,-4,32.71219149,147,connected,3,44,4062,85,0,high-speed,sub-6 GHz,1,252,11.52685391,1,97,None,110,5560,62.79751672,8
-120,-59,27,12,-81,-15,96.42771303,108,connected,5,54,3171,55,0,high-speed,sub-6 GHz,0,99,3.248443078,1,31,carrier aggregation,43,12361,52.01172406,5
-92,-18,27,14,-71,-4,30.08370957,203,handover,7,22,9094,20,0,high-speed,millimeter wave,1,15,1.641662989,0,365,carrier aggregation,411,4388,42.03838687,7
-115,-67,6,13,-133,-16,42.53968015,54,connected,6,63,6808,39,0,high-speed,sub-6 GHz,4,305,2.644832333,0,367,carrier aggregation,51,9755,92.03036033,1
-73,-52,0,11,-131,-20,54.86484565,1,connected,6,45,6942,69,0,stationary,millimeter wave,4,312,2.466998768,0,378,MIMO,188,8044,37.31803494,7
-88,-11,17,10,-91,-4,26.53864857,75,handover,0,53,6979,61,1,stationary,millimeter wave,0,35,10.12262272,1,76,None,174,4245,77.31332057,6
-84,-81,19,2,-128,-10,93.04779485,256,connected,2,11,12071,94,0,high-speed,millimeter wave,3,43,13.853376,0,162,carrier aggregation,343,5161,98.08019926,0
-110,-17,10,14,-82,-10,70.1833491,182,connected,3,15,12711,66,1,high-speed,millimeter wave,0,28,9.06086753,0,443,None,135,7502,29.87564642,10
-98,-65,7,12,-110,-16,25.88810762,92,connected,1,20,5793,23,1,stationary,sub-6 GHz,2,397,16.22138458,1,88,carrier aggregation,377,5836,65.89217328,3
-111,-5,23,3,-72,-17,90.81671838,42,connected,1,51,13237,107,1,high-speed,sub-6 GHz,0,457,6.189798502,1,189,MIMO,281,5037,34.98252436,3
-96,-93,15,14,-80,-7,40.69826711,159,connected,1,24,9684,99,0,high-speed,sub-6 GHz,2,91,21.5817832,0,265,None,16,12402,11.91152809,4
-83,-75,15,4,-90,-20,51.79868937,49,connected,7,36,8225,88,0,high-speed,millimeter wave,4,116,13.58261668,0,349,MIMO,107,5630,90.06311656,0
-109,-71,20,11,-116,-4,98.58869058,59,connected,6,44,4605,60,1,stationary,millimeter wave,4,334,16.9568731,1,185,MIMO,11,4289,78.43096988,0
-118,-24,29,2,-90,-8,97.50234163,187,connected,7,49,4977,60,0,high-speed,sub-6 GHz,2,472,9.296517588,1,502,carrier aggregation,393,9454,63.60138055,1
-116,-5,21,7,-95,-6,57.97140403,115,handover,4,45,5055,86,0,high-speed,millimeter wave,0,161,5.226614516,1,300,None,242,7382,29.57979207,8
-79,-12,12,12,-73,-10,58.83987023,8,connected,1,3,11189,22,1,high-speed,millimeter wave,4,350,17.63061952,0,106,MIMO,193,4287,57.81575377,4
-110,-95,14,7,-104,-9,56.18459107,215,connected,3,48,7634,32,0,stationary,millimeter wave,3,129,20.03424242,0,501,MIMO,279,6540,3.771915066,4
-74,-72,13,4,-92,-13,47.90216522,155,connected,0,46,10509,41,1,stationary,sub-6 GHz,4,491,9.53949443,0,465,carrier aggregation,176,3823,57.58842936,7
-81,-35,5,14,-91,-19,96.03124731,7,idle,9,49,10552,55,1,stationary,sub-6 GHz,0,334,20.00194303,1,328,MIMO,364,11468,88.93686422,6
-104,-87,2,2,-114,-8,85.75198485,41,handover,4,9,12118,77,1,stationary,sub-6 GHz,4,269,14.20087138,1,138,MIMO,171,7643,2.550226672,2
-117,-3,15,13,-99,-8,76.593127,77,connected,4,8,7745,90,0,stationary,millimeter wave,3,326,13.49357083,1,192,carrier aggregation,306,4509,46.88610439,3
-111,-4,29,15,-131,-20,32.4671364,261,idle,2,38,5362,106,1,high-speed,millimeter wave,4,243,1.898387805,1,420,None,376,10387,24.23944037,1
-109,-74,8,2,-102,-17,100,220,connected,9,2,8208,98,1,stationary,millimeter wave,0,281,15.89353517,0,347,None,399,10864,50.02582191,0
-74,-72,27,10,-111,-10,73.06710453,75,connected,3,58,7309,70,0,high-speed,millimeter wave,0,467,16.15051688,0,398,carrier aggregation,316,10079,60.55127832,2
-82,-90,22,13,-77,-12,70.71531038,218,connected,7,29,8562,30,0,high-speed,sub-6 GHz,3,23,14.46181204,0,303,None,216,3383,51.01978622,1
-90,-92,9,3,-103,-9,77.61891146,115,connected,2,35,5408,121,1,stationary,millimeter wave,2,75,9.705373198,1,492,MIMO,443,11148,39.87496738,8
-115,-49,17,9,-86,-17,50.98649722,126,idle,7,32,9299,60,0,high-speed,millimeter wave,4,50,7.99511792,0,380,MIMO,346,3783,7.802036274,8
-97,-94,9,3,-122,-9,65.82992692,267,connected,6,44,13738,95,1,high-speed,millimeter wave,0,356,10.0618574,0,357,carrier aggregation,402,7076,31.43203966,9
-96,-75,30,8,-74,-7,15.32635777,193,connected,1,0,8885,117,1,stationary,millimeter wave,2,68,15.98146435,1,462,None,163,10387,60.00599823,5
-88,-39,29,3,-105,-12,37.03117003,152,connected,3,33,8871,102,1,high-speed,sub-6 GHz,3,412,20.57472716,0,209,MIMO,229,4724,83.53948848,9
-84,-93,14,3,-127,-5,33.40408552,62,connected,1,11,10027,52,0,high-speed,millimeter wave,1,256,12.52769377,1,73,MIMO,450,7549,47.22509354,1
-86,-51,26,0,-99,-14,71.14202385,229,connected,2,24,8109,56,1,stationary,millimeter wave,2,92,14.00276774,1,388,carrier aggregation,228,8954,29.04722918,2
-118,-69,2,4,-135,-4,30.62155143,124,connected,9,58,7849,78,1,high-speed,sub-6 GHz,4,183,20.0526135,0,435,carrier aggregation,92,5032,40.59380207,1
-86,-75,24,5,-89,-13,38.60585452,266,idle,1,12,9037,33,0,stationary,millimeter wave,3,253,23.31988572,1,114,carrier aggregation,223,5410,19.52698537,3
-106,-66,21,7,-132,-10,49.96995055,140,connected,9,2,9260,110,1,stationary,sub-6 GHz,0,20,12.43257912,0,259,None,285,11868,0.672810825,10
-110,-46,16,5,-106,-5,100,119,connected,1,3,10439,11,1,stationary,millimeter wave,0,32,22.53005557,0,429,MIMO,434,12270,50.06657149,9
-77,-42,0,15,-136,-13,100,83,connected,7,53,10274,83,0,stationary,sub-6 GHz,4,432,24.07026794,1,461,MIMO,245,11115,79.69790727,4
-76,-25,3,3,-92,-8,68.24963666,0,connected,5,57,7142,119,0,stationary,millimeter wave,0,94,0.682303855,1,205,MIMO,213,9129,59.67691736,9
-105,-42,20,2,-81,-6,75.99646461,45,connected,2,14,10330,106,0,high-speed,sub-6 GHz,2,78,12.67579512,1,220,MIMO,252,2198,28.58078685,3
-111,-48,23,7,-132,-7,100,204,connected,5,23,7582,85,1,high-speed,sub-6 GHz,4,152,19.01639302,0,176,MIMO,100,6062,72.58738555,9
-83,-38,16,4,-132,-14,100,170,connected,9,46,12332,87,1,stationary,sub-6 GHz,3,118,16.90394791,1,352,carrier aggregation,342,11610,90.22451012,2
-71,-76,11,4,-95,-18,21.88265236,87,connected,4,31,5462,106,1,stationary,millimeter wave,3,394,4.827408961,0,10,carrier aggregation,243,4138,49.4853102,4
-105,-33,4,7,-127,-8,24.0983352,18,connected,5,44,12588,91,0,high-speed,sub-6 GHz,3,400,7.404514305,1,302,carrier aggregation,83,10967,82.21652967,4
-105,-66,7,10,-138,-12,45.62096494,129,connected,9,44,10302,15,0,stationary,sub-6 GHz,3,96,22.04264117,1,372,carrier aggregation,176,6640,51.31240753,4
-90,-39,5,3,-111,-18,32.32210399,135,connected,5,45,4606,76,1,stationary,millimeter wave,1,18,11.98681344,1,443,MIMO,241,5497,87.83143785,4
-76,-40,6,10,-122,-4,57.11783199,95,connected,8,36,10569,29,1,stationary,millimeter wave,3,193,16.43370628,1,208,None,16,8055,47.54922987,5
-89,-56,7,13,-114,-13,74.85437592,146,connected,9,2,5495,12,1,high-speed,sub-6 GHz,0,386,19.48876024,0,225,MIMO,483,12156,66.92341503,9
-92,-56,31,4,-98,-15,16.89970203,188,connected,6,58,3758,96,0,high-speed,millimeter wave,2,318,18.83878538,0,240,carrier aggregation,373,9751,82.11645056,0
-109,-55,24,15,-93,-4,78.1241023,178,connected,7,46,10720,123,0,stationary,sub-6 GHz,0,392,16.2296731,0,389,None,104,10338,32.90334304,2
-106,-80,3,0,-133,-13,76.55576805,127,connected,5,27,9569,41,0,stationary,millimeter wave,0,499,2.568407426,0,243,carrier aggregation,358,11262,46.14636306,6
-85,-6,29,9,-79,-6,23.41174126,238,connected,9,4,2060,39,1,stationary,millimeter wave,4,14,13.88187487,0,341,carrier aggregation,291,11922,74.88000236,1
-86,-9,21,13,-92,-8,22.2510326,76,idle,1,15,5996,97,0,stationary,millimeter wave,1,496,14.37792291,1,108,None,285,5642,99.24067716,1
-106,-44,23,2,-98,-12,60.91879702,13,connected,5,21,10633,68,1,high-speed,millimeter wave,3,398,20.56871893,0,259,MIMO,424,9573,34.22651298,5
-114,-39,5,2,-127,-19,100,71,connected,7,7,5040,77,0,high-speed,millimeter wave,0,249,15.82395033,0,370,MIMO,216,9009,12.73249434,5
-93,-43,4,3,-124,-7,53.05845282,90,connected,1,25,4872,46,0,high-speed,sub-6 GHz,3,416,8.789999952,0,452,carrier aggregation,393,9454,35.0517519,10
-107,-29,10,6,-95,-15,37.3690391,9,connected,9,40,3291,40,1,stationary,millimeter wave,3,35,4.893632417,0,46,carrier aggregation,98,6077,8.308084806,0
-89,-84,16,8,-125,-16,78.10720921,236,connected,4,46,12816,51,1,high-speed,millimeter wave,1,150,5.5139067,1,367,None,398,3455,9.456358616,9
-71,-16,3,14,-94,-15,33.63082312,118,connected,9,55,12157,53,1,stationary,millimeter wave,1,433,21.82345255,0,47,None,262,13865,94.03201832,4
-97,-62,9,2,-89,-20,64.127622,126,connected,7,8,14050,82,0,high-speed,sub-6 GHz,3,36,2.915750398,0,270,None,369,8589,20.64839878,0
-118,-8,16,13,-106,-13,54.62632922,263,connected,6,42,5771,111,1,high-speed,millimeter wave,0,131,4.800478462,1,350,MIMO,380,7510,50.98926273,10
-99,-67,20,9,-126,-4,24.47199845,226,connected,9,38,7156,44,0,high-speed,millimeter wave,3,420,8.184989232,0,337,carrier aggregation,189,8859,30.70862774,6
-83,-71,12,6,-71,-12,99.27689055,17,connected,4,40,2900,87,0,high-speed,millimeter wave,1,184,5.715743287,1,301,carrier aggregation,2,9618,8.351037745,1
-72,-52,26,2,-134,-6,58.19936778,229,connected,2,11,8752,43,1,stationary,sub-6 GHz,0,58,19.01105813,1,197,None,346,10030,29.38037252,8
-99,-31,17,11,-83,-15,100,88,connected,7,5,11854,84,0,high-speed,millimeter wave,1,384,15.18793082,0,338,carrier aggregation,499,5731,6.479309045,1
-107,-27,16,3,-96,-10,56.28893733,56,handover,2,20,5765,47,1,stationary,millimeter wave,0,203,10.30551473,1,14,carrier aggregation,143,5921,2.603363411,6
-113,-24,11,12,-76,-14,17.33943808,161,connected,9,27,10229,72,0,high-speed,millimeter wave,2,475,18.1434393,0,99,MIMO,72,4065,72.88904471,9
-110,-71,3,13,-81,-15,15.61478528,158,connected,3,26,4152,55,1,high-speed,millimeter wave,1,15,7.615034787,1,454,None,56,10339,26.34948909,6
-108,-68,28,5,-101,-14,28.2386955,145,connected,6,55,2786,15,1,high-speed,millimeter wave,4,301,19.22881272,0,374,carrier aggregation,390,11376,39.67111241,0
-116,-61,28,13,-115,-6,100,87,connected,9,40,8547,80,0,stationary,millimeter wave,1,131,18.88086341,0,272,None,287,6133,42.53981359,9
-85,-1,14,15,-137,-12,92.00309348,113,handover,3,32,4306,60,0,stationary,sub-6 GHz,0,141,20.33185876,1,502,carrier aggregation,409,5455,35.68584582,3
-106,-77,17,2,-115,-11,79.34597782,114,connected,3,28,7215,35,0,high-speed,millimeter wave,3,252,14.71001971,1,347,carrier aggregation,390,7641,39.9481742,4
-79,-61,8,7,-81,-4,37.63073039,227,handover,0,18,10129,18,0,stationary,sub-6 GHz,2,34,12.09438921,1,103,MIMO,357,9033,0.485263969,4
-112,-79,8,10,-74,-17,29.15101316,71,handover,5,41,7255,52,0,high-speed,sub-6 GHz,1,128,9.338095039,1,241,MIMO,341,11709,67.08774863,3
-78,-64,29,15,-99,-4,80.27618069,65,connected,2,19,4836,87,0,high-speed,sub-6 GHz,0,88,8.634755826,0,343,None,397,6549,9.972652025,3
-87,-34,26,14,-113,-9,60.50725916,113,connected,3,10,12827,58,1,stationary,sub-6 GHz,4,412,9.971326099,1,59,MIMO,45,3994,59.12444259,4
-88,-49,3,15,-112,-19,99.3704361,123,connected,8,27,10344,56,0,high-speed,sub-6 GHz,0,81,21.29958468,0,319,MIMO,103,12160,64.566526,0
-94,-41,25,9,-79,-6,33.07724711,47,connected,8,39,13815,31,0,high-speed,sub-6 GHz,2,161,8.944385196,0,448,carrier aggregation,165,10642,37.70224709,2
-114,-2,31,12,-74,-4,81.46734196,202,connected,1,49,5529,103,0,high-speed,millimeter wave,4,0,19.53784232,1,73,None,423,7844,99.68161446,4
-101,-66,26,4,-107,-13,92.18430257,160,handover,8,20,9485,36,0,stationary,millimeter wave,0,400,6.446187738,0,249,carrier aggregation,115,7995,69.70489458,9
-94,-97,0,9,-114,-15,88.27036879,137,connected,5,45,11044,97,0,high-speed,millimeter wave,4,451,11.25680337,1,243,carrier aggregation,189,6163,43.71866331,9
-120,-6,1,9,-131,-10,61.76203094,97,connected,9,46,5128,54,0,stationary,millimeter wave,1,130,0.948664025,1,124,None,145,4310,96.17956364,8
-77,-20,28,3,-112,-13,77.9268706,68,connected,8,2,12209,85,1,stationary,sub-6 GHz,2,10,18.72556936,1,136,carrier aggregation,312,8942,37.97770639,0
-109,-97,24,9,-95,-9,51.30018442,0,connected,6,41,7002,75,1,high-speed,sub-6 GHz,4,73,12.21589625,1,466,None,21,13055,37.09587112,10
-114,-60,23,9,-83,-9,35.45656847,166,connected,8,20,6557,118,0,high-speed,sub-6 GHz,3,416,17.95662147,1,79,None,144,8407,82.07767311,1
-76,-78,19,11,-90,-9,71.65559464,159,idle,4,16,5440,100,0,high-speed,millimeter wave,3,288,18.26564628,0,343,None,396,6709,58.85975061,4
-85,-40,26,3,-75,-14,33.03790881,140,connected,2,34,5988,129,0,stationary,sub-6 GHz,2,9,15.2252466,0,59,None,238,11829,83.80653086,3
-85,-83,20,6,-101,-11,25.13857016,236,handover,5,26,6712,78,1,high-speed,millimeter wave,2,92,16.26130299,1,132,MIMO,359,9107,90.0999698,10
-118,-96,11,6,-94,-5,87.00195431,169,connected,3,21,13772,87,1,high-speed,sub-6 GHz,4,255,21.026834,0,145,carrier aggregation,385,9678,53.59539182,5
-91,-53,2,2,-104,-16,100,99,connected,9,3,6356,45,1,high-speed,millimeter wave,1,252,8.360380033,1,93,None,205,9704,66.78703529,6
-82,-5,17,7,-100,-8,64.94730506,224,connected,5,22,5007,26,1,high-speed,millimeter wave,3,43,20.93479574,0,128,None,228,10235,66.40127912,10
-109,-2,24,0,-87,-7,60.73692975,65,connected,7,50,9705,60,0,stationary,sub-6 GHz,1,483,7.643548074,1,311,carrier aggregation,62,4456,69.71546189,6
-105,-61,8,2,-111,-10,42.54059491,166,handover,5,18,12662,39,1,high-speed,millimeter wave,3,332,9.588332584,1,218,MIMO,432,12859,5.913196607,0
-113,-74,7,12,-121,-19,94.60087415,240,connected,9,5,11816,86,1,high-speed,sub-6 GHz,3,163,11.04569312,1,262,MIMO,239,3995,48.04015769,9
-113,-48,7,4,-109,-7,100,174,connected,7,0,14435,123,1,high-speed,sub-6 GHz,4,88,19.32810798,1,364,MIMO,374,3327,60.15207591,8
-100,-33,3,13,-124,-19,36.36099779,18,connected,8,35,11180,16,0,stationary,millimeter wave,2,299,2.765127654,0,383,MIMO,17,8767,48.25291411,1
-109,-83,9,13,-113,-20,67.89299992,165,handover,8,24,7531,106,0,stationary,millimeter wave,3,81,21.33108876,0,101,carrier aggregation,290,12000,44.67831371,6
-103,-44,20,10,-88,-20,42.68396514,248,idle,3,34,7038,38,1,high-speed,millimeter wave,0,346,19.31628531,1,158,carrier aggregation,337,14189,24.57232597,4
-117,-56,23,13,-99,-19,16.09533611,207,handover,6,14,7151,33,0,stationary,millimeter wave,4,332,5.42950557,1,305,None,332,11809,54.26330135,10
-118,-30,15,10,-130,-8,56.80155573,230,connected,0,55,11466,102,0,high-speed,millimeter wave,3,197,9.911408907,0,69,carrier aggregation,102,13795,4.138338818,1
-77,-20,26,5,-82,-15,41.8734507,115,connected,9,36,12471,84,1,high-speed,millimeter wave,3,499,2.919656263,1,115,None,146,4031,1.572254006,0
-94,-83,3,10,-135,-12,100,157,connected,2,25,5219,84,0,stationary,millimeter wave,2,311,11.71940094,0,82,MIMO,322,13047,47.70061515,3
-113,-85,15,1,-83,-11,95.77139528,117,connected,0,19,10619,46,0,stationary,sub-6 GHz,3,343,17.22126852,1,255,carrier aggregation,30,11718,3.554959821,0
-103,-85,21,15,-98,-9,63.13522682,47,connected,0,26,7884,90,0,high-speed,millimeter wave,0,304,16.35279124,1,434,carrier aggregation,193,10300,25.95263097,0
-106,-59,12,12,-119,-4,75.36547097,17,connected,4,3,11188,81,1,high-speed,millimeter wave,3,27,4.114294069,0,267,carrier aggregation,400,7138,47.35436961,6
-81,-90,19,8,-130,-20,24.48961202,99,idle,4,22,2793,119,0,stationary,millimeter wave,2,347,11.33478535,1,114,None,483,9503,51.3457669,10
-105,-37,30,7,-114,-7,82.92873369,218,connected,3,35,10922,94,0,stationary,sub-6 GHz,3,170,21.50258216,1,435,None,125,10473,55.75230132,10
-77,-19,22,8,-87,-10,36.16109325,235,connected,0,47,12918,95,0,stationary,sub-6 GHz,0,10,20.88241423,0,405,MIMO,281,6664,18.67602205,0
-107,-4,7,3,-90,-8,72.15124426,140,connected,3,8,6164,122,1,high-speed,millimeter wave,4,114,11.49313967,0,290,MIMO,377,6475,19.81550762,1
-77,-12,3,2,-106,-11,16.56857552,264,connected,2,49,9439,86,1,high-speed,sub-6 GHz,0,345,11.11914085,1,51,MIMO,60,5616,41.74150191,4
-104,-7,1,12,-140,-9,26.63308002,226,connected,9,18,12934,53,0,high-speed,millimeter wave,0,393,17.35653397,0,232,carrier aggregation,263,14846,2.219441727,8
-93,-6,10,0,-99,-18,58.90027293,138,connected,9,30,11323,26,1,high-speed,sub-6 GHz,3,380,5.003262117,0,66,MIMO,247,9842,72.03240172,1
-104,-61,7,9,-78,-8,79.98054841,184,idle,7,17,8051,95,0,high-speed,sub-6 GHz,3,62,14.88264456,0,350,None,147,12637,51.19686984,6
-92,-55,27,9,-107,-17,66.828637,103,connected,9,39,14023,36,1,high-speed,sub-6 GHz,0,378,14.17761523,1,271,None,281,7214,19.34066316,0
-101,-9,15,9,-113,-17,67.55333434,98,connected,1,36,5378,27,0,high-speed,millimeter wave,3,26,4.083351126,1,334,carrier aggregation,136,9911,40.74332296,2
-115,-51,26,11,-99,-20,94.38900421,21,connected,0,33,8104,27,0,high-speed,sub-6 GHz,1,49,19.20896638,0,198,carrier aggregation,195,8660,65.99051012,1
-115,-54,30,8,-92,-11,34.47223132,257,handover,8,33,11009,29,0,high-speed,sub-6 GHz,2,298,4.800823861,1,96,MIMO,129,10679,3.062819233,4
-81,-39,18,12,-74,-14,38.54232292,36,connected,8,31,13085,6,0,stationary,millimeter wave,0,438,8.231057322,1,104,MIMO,250,6361,12.91965289,3
-108,-81,17,13,-77,-12,53.86230502,104,connected,2,0,11740,122,1,stationary,sub-6 GHz,1,309,13.99511006,0,261,None,69,7560,37.38156086,0
-83,-7,20,3,-99,-7,27.15567843,131,connected,5,34,14138,49,0,stationary,millimeter wave,4,73,16.55220272,0,288,carrier aggregation,226,6269,55.78112243,5
-97,-3,4,2,-109,-18,44.15220276,71,connected,4,18,13324,65,1,high-speed,sub-6 GHz,3,352,12.16155239,0,406,carrier aggregation,194,5410,50.51839518,6
-71,-62,26,12,-71,-16,16.36582174,103,handover,4,25,5681,25,0,high-speed,millimeter wave,2,243,10.38972105,1,393,carrier aggregation,142,12572,24.74966277,4
-88,-77,24,10,-93,-10,22.65464591,7,handover,6,30,5405,102,1,stationary,sub-6 GHz,0,372,10.99768658,0,361,carrier aggregation,174,6146,78.64555517,5
-107,-39,6,6,-133,-7,61.63461173,4,connected,0,34,9112,58,1,stationary,sub-6 GHz,0,129,11.03818154,0,393,MIMO,223,7225,40.6806748,9
-96,-30,21,14,-94,-14,77.2263292,117,connected,2,8,7754,57,1,high-speed,sub-6 GHz,0,136,1.313245005,0,141,carrier aggregation,314,8084,71.19125661,9
-102,-66,26,15,-107,-11,17.21270149,44,handover,0,0,10460,43,1,high-speed,millimeter wave,2,113,2.840820088,1,87,MIMO,350,7559,97.14149759,2
-83,-90,29,0,-103,-16,28.7615756,132,connected,6,44,14135,97,1,high-speed,millimeter wave,1,134,2.944594424,1,487,carrier aggregation,438,10796,52.72507881,2
-120,-34,8,15,-100,-11,93.07765991,94,connected,9,38,7035,100,1,stationary,sub-6 GHz,4,41,12.87456706,0,80,carrier aggregation,279,2211,2.647787599,7
-105,-35,20,2,-109,-10,100,49,connected,4,52,10441,87,1,stationary,sub-6 GHz,2,13,2.954651038,1,405,MIMO,19,11442,69.80754097,9
-89,-44,13,4,-82,-19,88.23683763,108,connected,9,37,9103,12,1,stationary,millimeter wave,1,366,18.70004384,1,3,None,16,6017,89.28509334,4
-120,-20,26,2,-96,-12,100,163,connected,5,6,13614,83,1,stationary,sub-6 GHz,3,160,5.738444138,0,150,None,459,4240,76.15968112,9
-92,-26,2,7,-95,-10,71.69680498,116,connected,4,60,6847,104,0,high-speed,millimeter wave,3,449,21.7458516,0,372,carrier aggregation,116,11971,92.27193752,5
-92,-29,29,12,-90,-13,59.0182817,24,handover,2,24,11176,37,1,high-speed,sub-6 GHz,0,421,1.463236112,0,38,carrier aggregation,67,12953,60.64439587,0
